county,state,state_encoded,total_non_english_speakers_18_64,foreign_born_population,spanish_speakers_total,spanish_eng_very_well,spanish_eng_well,spanish_eng_not_well,spanish_eng_not_at_all,indo_euro_speakers_total,indo_euro_eng_very_well,indo_euro_eng_well,indo_euro_eng_not_well,indo_euro_eng_not_at_all,asian_pac_speakers_total,asian_pac_eng_very_well,asian_pac_eng_well,asian_pac_eng_not_well,asian_pac_eng_not_at_all,other_lang_speakers_total,other_lang_eng_very_well,other_lang_eng_well,other_lang_eng_not_well,other_lang_eng_not_at_all,total_enrolled_in_school,enrolled_college_or_grad_school,median_household_income_usd
Calaveras County,California,4,22412,2379.0,1672,1344,238,90,0,251,225,26,0,0,363,328,20,15,0,131,131,0,0,0,7597,1556,77526
Colusa County,California,4,5754,6244.0,6870,3793,723,1170,1184,25,25,0,0,0,48,21,21,6,0,8,5,3,0,0,5596,828,69619
Contra Costa County,California,4,434428,295456.0,141659,81481,29324,23502,7352,47531,35376,8354,3332,469,79352,51237,18703,7975,1437,11320,8264,2167,669,220,291746,66246,120020
Del Norte County,California,4,13930,2086.0,1787,1008,510,208,61,173,120,53,0,0,493,252,189,43,9,20,20,0,0,0,6369,849,61149
El Dorado County,California,4,95759,17869.0,8122,5304,1664,1036,118,3221,2667,407,117,30,4000,2418,1161,391,30,321,229,71,21,0,41149,8174,99246
Fresno County,California,4,314413,200768.0,218281,124895,31610,33567,28209,22048,14074,4962,2410,602,39507,23143,9135,5404,1825,5347,3042,710,1216,379,298774,63689,67756
Glenn County,California,4,9635,4317.0,5984,3830,684,843,627,176,149,27,0,0,347,206,11,55,75,100,97,3,0,0,6785,843,64033
Humboldt County,California,4,74800,8418.0,6551,4309,1003,695,544,1122,884,119,119,0,1930,1192,494,208,36,433,419,14,0,0,32833,10979,57881
Imperial County,California,4,23636,54859.0,79602,42404,16607,11376,9215,280,183,35,32,30,884,439,114,297,34,456,412,2,42,0,54972,11569,53847
Inyo County,California,4,8697,1346.0,1461,1265,145,51,0,99,91,4,4,0,130,64,36,29,1,117,106,10,1,0,3730,592,63417
Kern County,California,4,285098,178616.0,227415,130774,35523,37296,23822,9786,6652,1905,1019,210,17019,11031,3939,1837,212,3849,2403,1058,178,210,265678,49629,63883
Kings County,California,4,54749,28151.0,36230,17368,8262,6331,4269,1370,1126,119,125,0,2672,1723,739,171,39,475,401,72,0,2,43331,9091,68540
Lake County,California,4,29983,6580.0,6685,3978,1105,1273,329,754,585,89,80,0,232,169,23,25,15,58,51,7,0,0,14099,2329,56259
Lassen County,California,4,16536,1742.0,4117,2198,1310,387,222,237,166,45,17,9,599,404,179,16,0,70,69,0,1,0,5216,962,59515
Los Angeles County,California,4,2758684,3311852.0,2567286,1512375,433060,432913,188938,347275,245208,68676,29211,4180,675604,361455,180838,107490,25821,78913,58576,13696,5128,1513,2482311,644395,83411
Madera County,California,4,46396,31958.0,42678,22721,5737,5979,8241,1704,1397,135,115,57,967,660,160,147,0,334,194,42,71,27,47837,10035,73543
Marin County,California,4,113686,48430.0,19533,8828,4075,4561,2069,8077,6398,1351,279,49,5807,3158,1593,905,151,2045,927,998,120,0,58997,12353,142019
Mariposa County,California,4,7960,1353.0,914,531,63,273,47,162,149,0,13,0,99,57,38,4,0,41,11,30,0,0,3068,447,60021
Mendocino County,California,4,38654,10252.0,10132,5098,2105,1724,1205,657,512,145,0,0,1125,637,419,54,15,130,128,1,1,0,19985,3585,61335
Merced County,California,4,70982,74161.0,81233,44577,11665,12819,12172,8001,5946,1127,567,361,7029,4761,1206,715,347,506,345,19,142,0,86235,19283,64772
Modoc County,California,4,3919,528.0,495,360,52,43,40,24,24,0,0,0,5,2,0,3,0,1,1,0,0,0,1650,244,54962
Mono County,California,4,6531,2489.0,1668,982,327,207,152,146,42,104,0,0,168,130,38,0,0,122,118,0,4,0,2542,523,82038
Monterey County,California,4,110617,126562.0,134194,63347,17394,24398,29055,5562,4464,785,231,82,9670,6337,2376,864,93,2143,1439,201,133,370,121319,25841,91043
Napa County,California,4,52081,30499.0,23789,11195,5590,4974,2030,2637,2026,499,80,32,3431,2300,981,142,8,225,128,36,58,3,32187,8083,105809
Nevada County,California,4,50334,6518.0,3342,1799,720,617,206,1298,1169,108,21,0,625,491,107,14,13,323,252,71,0,0,17867,2889,79395
Orange County,California,4,1046941,937254.0,522963,320163,92399,79029,31372,94234,74138,14545,4954,597,315553,169343,83652,53426,9132,27136,19652,5260,2082,142,837989,231517,109361
Placer County,California,4,193951,48836.0,16423,10993,2935,1750,745,12964,9563,2488,813,100,11272,7833,2691,672,76,1657,1217,400,40,0,97072,19647,109375
Plumas County,California,4,9508,757.0,615,417,141,57,0,211,169,42,0,0,89,45,0,44,0,1,1,0,0,0,3375,726,67885
Riverside County,California,4,798537,525974.0,565801,360189,94820,72621,38171,28682,20822,5840,1691,329,67609,40322,17812,7635,1840,12165,8326,2666,861,312,652316,152903,84505
Sacramento County,California,4,641880,335491.0,138050,86830,24856,19354,7010,87974,49925,22597,13018,2434,103308,56873,26529,15717,4189,12312,8367,2688,936,321,405174,97314,84010
San Benito County,California,4,22302,12533.0,16131,9782,2452,2911,986,491,415,76,0,0,807,523,273,11,0,24,24,0,0,0,17136,3164,104451
San Bernardino County,California,4,727375,460841.0,517687,336447,85264,68850,27126,20262,16023,3049,1000,190,75526,41394,20615,11310,2207,15049,10057,3577,1218,197,610205,139844,77423
San Diego County,California,4,1303105,742955.0,528809,341371,92740,70959,23739,72363,56142,12194,3555,472,166870,100564,44447,18923,2936,39189,21523,10703,5402,1561,830504,228273,96974
San Francisco County,California,4,352436,288169.0,64832,42315,10830,8754,2933,37537,32433,3944,1018,142,131552,68435,29461,24247,9409,7158,5403,989,616,150,153429,43474,136689
San Joaquin County,California,4,261588,186647.0,134237,71177,23046,25129,14885,26713,15304,7572,2950,887,43932,24708,11899,6266,1059,4097,2952,696,240,209,217081,42720,82837
San Luis Obispo County,California,4,141115,26721.0,23089,14027,3410,3831,1821,3738,3358,295,80,5,4220,3013,897,292,18,1074,713,120,93,148,76895,34109,90158
San Mateo County,California,4,248867,265189.0,87020,50078,18240,14015,4687,35963,28718,5603,1410,232,98437,64281,24281,8387,1488,6256,4809,979,369,99,173782,39998,149907
Santa Barbara County,California,4,158218,98821.0,94527,48040,13452,16940,16095,7903,6813,952,138,0,12302,7789,3314,1079,120,2734,1328,362,302,742,134281,50492,92332
Santa Clara County,California,4,540696,773708.0,217963,126888,41468,40160,9447,131425,109350,17725,3859,491,332263,199097,87753,37941,7472,18725,14379,3269,860,217,493690,122015,153792
Santa Cruz County,California,4,112336,46723.0,45186,25805,7620,6105,5656,5998,5048,813,137,0,5838,4011,1448,325,54,1225,1050,129,46,0,76164,29617,104409
Shasta County,California,4,95292,9412.0,4876,3281,951,524,120,1744,1326,382,36,0,2064,1112,583,340,29,347,222,92,33,0,41167,9080,68347
Sierra County,California,4,1264,76.0,239,216,0,16,7,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,658,252,61108
Siskiyou County,California,4,20894,2652.0,2030,1092,559,287,92,187,137,31,19,0,373,216,80,46,31,83,83,0,0,0,9449,1884,53898
Solano County,California,4,192182,88613.0,50504,29347,10257,7553,3347,6129,4159,1496,420,54,27398,17490,6762,2602,544,1244,903,274,52,15,108269,25652,97037
Sonoma County,California,4,209791,79574.0,65346,33290,14018,12897,5141,7602,5867,1231,484,20,9199,5332,2471,1276,120,1839,1407,344,24,64,109119,26866,99266
Stanislaus County,California,4,180029,111546.0,119714,72074,17743,21392,8505,14752,9685,3168,1434,465,10138,5658,2481,1652,347,5744,3568,1334,714,128,152746,32556,74872
Sutter County,California,4,35773,21549.0,12774,7045,2149,2267,1313,8018,4040,1946,1360,672,1531,763,551,190,27,185,142,43,0,0,26824,5533,72654
Tehama County,California,4,28606,6438.0,7542,4937,1018,780,807,203,166,37,0,0,446,163,238,45,0,103,103,0,0,0,15561,2604,59029
Trinity County,California,4,7989,1171.0,521,63,77,370,11,231,211,0,20,0,143,92,22,29,0,1,1,0,0,0,2439,403,47317
Tulare County,California,4,127637,104458.0,136629,67701,27888,20139,20901,4105,2812,879,339,75,6187,3110,1670,1219,188,1543,963,307,135,138,142266,25993,64474
Tuolumne County,California,4,27961,2734.0,1791,1424,233,80,54,400,334,35,31,0,417,271,96,29,21,104,104,0,0,0,10187,2177,70432
Ventura County,California,4,307689,180505.0,165749,93611,23285,29319,19534,15071,12231,2175,567,98,22508,14316,5589,2309,294,5701,2549,469,568,2115,212822,52124,102141
Yolo County,California,4,89421,47769.0,30121,18450,5001,4532,2138,9406,6562,1699,1018,127,14105,8317,4528,1081,179,1228,951,134,126,17,78043,34656,85097
Yuba County,California,4,35574,10227.0,9267,5749,1539,1342,637,918,702,154,7,55,3117,1874,833,267,143,116,102,7,0,7,22461,4990,66693
Adams County,Colorado,5,231378,78784.0,79173,44186,16962,13528,4497,8312,5810,1583,738,181,9190,5017,1962,1826,385,2765,1183,916,420,246,130715,18139,86297
Alamosa County,Colorado,5,7826,771.0,1912,1470,267,137,38,78,67,11,0,0,144,117,12,15,0,182,143,0,19,20,4960,1701,52271
Arapahoe County,Colorado,5,312833,101984.0,53545,31631,10280,8673,2961,17139,11207,3894,1681,357,16436,9281,4158,2550,447,14812,8380,4735,1496,201,157026,26582,92292
Archuleta County,Colorado,5,6728,501.0,688,486,159,43,0,19,19,0,0,0,13,4,9,0,0,15,15,0,0,0,1970,125,66813
Baca County,Colorado,5,1753,125.0,79,40,32,7,0,20,16,4,0,0,30,8,22,0,0,2,2,0,0,0,833,129,42115
Bent County,Colorado,5,3198,203.0,319,128,128,63,0,71,71,0,0,0,17,14,0,3,0,0,0,0,0,0,956,143,45776
Boulder County,Colorado,5,185542,31990.0,17378,12840,2551,1590,397,8239,7026,923,290,0,6478,4033,1892,526,27,1217,1025,139,24,29,97501,36490,99770
Broomfield County,Colorado,5,39389,7882.0,3226,2421,403,384,18,1742,1398,308,36,0,2290,1667,417,183,23,538,391,57,90,0,17556,3190,117541
Chaffee County,Colorado,5,10899,674.0,468,145,174,149,0,83,78,5,0,0,44,30,6,8,0,0,0,0,0,0,2895,467,65703
Cheyenne County,Colorado,5,821,142.0,103,59,21,22,1,25,23,2,0,0,0,0,0,0,0,0,0,0,0,0,395,21,65577
Clear Creek County,Colorado,5,5802,419.0,417,326,47,39,5,88,88,0,0,0,2,2,0,0,0,0,0,0,0,0,1295,188,87169
Conejos County,Colorado,5,2955,202.0,1071,834,178,57,2,114,108,6,0,0,6,6,0,0,0,0,0,0,0,0,1694,210,44093
Costilla County,Colorado,5,1323,210.0,592,410,88,47,47,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,581,61,34578
Crowley County,Colorado,5,3621,95.0,454,167,237,48,2,2,2,0,0,0,31,31,0,0,0,0,0,0,0,0,1204,173,40685
Custer County,Colorado,5,2546,190.0,39,31,5,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,890,38,66250
Delta County,Colorado,5,14805,1301.0,1412,808,404,175,25,50,47,3,0,0,292,222,46,24,0,118,118,0,0,0,6042,613,56349
Denver County,Colorado,5,379198,99033.0,79853,47648,14599,13074,4532,13704,10529,2298,793,84,11009,6268,2576,1833,332,8786,5623,2194,716,253,147831,30014,85853
Dolores County,Colorado,5,1076,30.0,56,56,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,365,39,64708
Douglas County,Colorado,5,200884,28616.0,9416,7119,1207,661,429,7191,6295,765,112,19,6940,4989,1308,369,274,1100,999,101,0,0,94595,14524,139010
Eagle County,Colorado,5,27277,8996.0,7526,3928,1609,1572,417,1361,1033,211,117,0,235,141,40,11,43,130,121,0,9,0,12180,2118,98887
Elbert County,Colorado,5,15380,747.0,681,450,87,144,0,96,60,36,0,0,91,91,0,0,0,8,8,0,0,0,5532,851,124360
El Paso County,Colorado,5,405663,49460.0,35561,24230,6941,3228,1162,9611,7906,1241,350,114,7930,4391,2581,837,121,2357,1778,419,160,0,191304,45115,82748
Fremont County,Colorado,5,28217,1006.0,1842,724,876,231,11,190,133,13,44,0,99,25,64,10,0,95,47,30,18,0,7896,1040,56165
Garfield County,Colorado,5,27515,8791.0,9783,4551,2079,2098,1055,385,337,41,7,0,178,72,84,10,12,210,210,0,0,0,15172,2263,82772
Gilpin County,Colorado,5,3448,352.0,133,80,53,0,0,282,257,25,0,0,0,0,0,0,0,12,12,0,0,0,1033,169,95902
Grand County,Colorado,5,9357,472.0,495,380,42,36,37,71,71,0,0,0,53,36,0,17,0,21,21,0,0,0,2668,383,79367
Gunnison County,Colorado,5,11077,612.0,630,453,69,108,0,195,184,11,0,0,44,44,0,0,0,7,7,0,0,0,4542,2019,76538
Hinsdale County,Colorado,5,491,5.0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,23,58712
Huerfano County,Colorado,5,3223,120.0,272,226,6,40,0,5,5,0,0,0,20,20,0,0,0,0,0,0,0,0,1312,190,49631
Jackson County,Colorado,5,728,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,54,38686
Jefferson County,Colorado,5,331889,35741.0,22616,16171,3726,2304,415,7932,6548,1047,253,84,6798,4293,1457,815,233,1654,1128,351,170,5,123197,25263,103167
Kiowa County,Colorado,5,678,42.0,43,9,1,33,0,5,0,5,0,0,0,0,0,0,0,2,2,0,0,0,308,47,45250
Kit Carson County,Colorado,5,3253,537.0,549,236,259,38,16,7,7,0,0,0,10,4,0,0,6,0,0,0,0,0,1620,159,58992
Lake County,Colorado,5,4236,781.0,832,307,273,132,120,40,40,0,0,0,8,8,0,0,0,0,0,0,0,0,1690,579,78942
La Plata County,Colorado,5,31669,1365.0,2143,1821,196,81,45,470,457,13,0,0,306,259,24,7,16,548,522,11,15,0,12469,3411,81936
Larimer County,Colorado,5,210534,20412.0,13637,9966,1874,1529,268,4413,3452,680,271,10,3093,1581,1134,333,45,1023,661,179,183,0,98183,34839,87199
Las Animas County,Colorado,5,7330,525.0,706,394,110,186,16,60,40,20,0,0,74,74,0,0,0,2,2,0,0,0,2856,764,48965
Lincoln County,Colorado,5,3313,137.0,327,68,220,39,0,15,13,2,0,0,3,2,0,1,0,0,0,0,0,0,884,88,59167
Logan County,Colorado,5,12123,788.0,731,498,157,41,35,66,48,0,18,0,269,199,37,19,14,84,84,0,0,0,4094,943,54864
Mesa County,Colorado,5,84847,6090.0,5543,3630,934,849,130,1112,997,43,72,0,552,374,59,114,5,43,43,0,0,0,35734,8292,68077
Mineral County,Colorado,5,484,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,58929
Moffat County,Colorado,5,6760,724.0,980,510,185,230,55,105,90,9,6,0,8,8,0,0,0,19,19,0,0,0,2926,245,63983
Montezuma County,Colorado,5,12745,872.0,867,757,68,42,0,130,130,0,0,0,174,71,27,60,16,499,306,177,16,0,5300,400,61377
Montrose County,Colorado,5,18725,3106.0,4193,1997,900,1030,266,290,132,25,90,43,145,98,47,0,0,0,0,0,0,0,8214,1069,62817
Morgan County,Colorado,5,12645,3716.0,3304,1867,414,809,214,204,173,31,0,0,64,64,0,0,0,751,106,35,171,439,6621,650,70471
Otero County,Colorado,5,8937,766.0,1297,793,267,213,24,46,46,0,0,0,18,18,0,0,0,22,15,0,0,7,4564,856,47500
Ouray County,Colorado,5,2368,158.0,65,65,0,0,0,78,78,0,0,0,9,9,0,0,0,6,0,6,0,0,649,76,78750
Park County,Colorado,5,10761,306.0,125,100,14,8,3,204,204,0,0,0,28,28,0,0,0,0,0,0,0,0,2427,355,85019
Phillips County,Colorado,5,1728,618.0,798,380,230,145,43,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1185,94,58474
Pitkin County,Colorado,5,9114,1846.0,1013,563,388,62,0,662,571,91,0,0,251,93,158,0,0,34,34,0,0,0,2958,511,96123
Prowers County,Colorado,5,5353,1078.0,1327,714,329,269,15,1,0,1,0,0,13,12,0,1,0,0,0,0,0,0,2894,480,49422
Pueblo County,Colorado,5,87179,6180.0,10685,7561,1755,1024,345,573,518,37,18,0,390,221,100,69,0,228,202,26,0,0,38819,7299,59436
Rio Blanco County,Colorado,5,3551,245.0,252,118,82,34,18,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,330,69882
Rio Grande County,Colorado,5,5130,450.0,1376,1052,182,142,0,117,117,0,0,0,14,14,0,0,0,3,3,0,0,0,2677,494,57591
Routt County,Colorado,5,15311,1332.0,829,519,102,91,117,165,159,6,0,0,28,24,4,0,0,18,18,0,0,0,4840,815,95144
Saguache County,Colorado,5,2611,376.0,875,684,67,118,6,62,61,1,0,0,21,8,13,0,0,0,0,0,0,0,1146,138,51946
San Juan County,Colorado,5,347,80.0,82,47,0,35,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,87,11,67344
San Miguel County,Colorado,5,4410,683.0,723,473,59,163,28,191,157,34,0,0,61,21,0,40,0,49,46,3,0,0,1216,47,72829
Sedgwick County,Colorado,5,1136,104.0,84,68,8,7,1,21,11,0,10,0,18,5,5,8,0,0,0,0,0,0,451,41,45855
Summit County,Colorado,5,19483,2388.0,1758,593,389,487,289,101,55,46,0,0,33,30,3,0,0,0,0,0,0,0,5779,1191,100611
Teller County,Colorado,5,13996,722.0,262,262,0,0,0,502,399,103,0,0,0,0,0,0,0,0,0,0,0,0,4354,724,69655
Washington County,Colorado,5,2555,141.0,127,29,45,38,15,21,13,8,0,0,9,9,0,0,0,11,11,0,0,0,1044,114,59087
Weld County,Colorado,5,163358,30154.0,35942,21260,5646,6487,2549,2089,1773,177,138,1,2509,1293,598,392,226,1134,549,309,81,195,88774,16909,89182
Yuma County,Colorado,5,4193,1415.0,1297,528,201,443,125,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2426,297,60118
Capitol Planning Region,Connecticut,6,451732,143765.0,82908,53432,14469,10466,4541,46168,32215,9357,3699,897,20273,13009,4723,2146,395,7853,5815,1505,463,70,246220,63785,88190
Greater Bridgeport Planning Region,Connecticut,6,134099,68425.0,35961,18742,7341,7093,2785,23839,14191,5495,3086,1067,6043,2962,1789,1172,120,2902,2106,658,134,4,87475,21385,83147
Lower Connecticut River Valley Planning Region,Connecticut,6,95598,13977.0,5109,3102,1141,437,429,4731,3414,903,304,110,2168,1271,467,359,71,793,657,136,0,0,40282,11005,99742
Naugatuck Valley Planning Region,Connecticut,6,208679,60490.0,39849,24368,7672,5845,1964,19629,12993,4617,1663,356,6386,3719,1737,810,120,3300,2411,581,254,54,103464,20258,82939
Northeastern Connecticut Planning Region,Connecticut,6,53659,4472.0,4249,2571,884,662,132,1429,794,455,145,35,727,297,194,159,77,96,94,2,0,0,19698,3857,83119
Northwest Hills Planning Region,Connecticut,6,59390,10729.0,4787,2614,818,1019,336,2626,2113,423,90,0,1001,732,186,73,10,358,295,20,43,0,23857,4459,87971
South Central Connecticut Planning Region,Connecticut,6,274282,74199.0,51456,29783,10597,8161,2915,15708,11121,3316,826,445,10536,6151,3129,1069,187,5979,4082,1085,737,75,148449,40684,83617
Southeastern Connecticut Planning Region,Connecticut,6,148258,23079.0,13792,7888,2633,2248,1023,5896,4112,1314,453,17,4477,1963,1395,952,167,767,569,191,0,7,64955,16856,80330
Western Connecticut Planning Region,Connecticut,6,260902,143828.0,65567,30350,15575,14085,5557,39911,27037,8388,3389,1097,11812,7678,2933,1116,85,3647,3244,372,27,4,156963,28797,118930
Kent County,Delaware,7,95656,12047.0,5573,3476,1052,613,432,4498,2872,976,556,94,1624,867,353,285,119,1179,551,627,1,0,44589,10635,69278
New Castle County,Delaware,7,295465,67209.0,29630,17243,6329,4860,1198,11930,9714,1479,652,85,12995,8460,3491,900,144,6411,5075,1204,132,0,141353,33202,85309
Sussex County,Delaware,7,110997,17967.0,10724,3987,3031,2693,1013,3623,2334,543,672,74,1105,702,314,88,1,507,263,163,74,7,42593,7026,75406
District of Columbia,District of Columbia,8,378879,90096.0,40736,25003,8283,5904,1546,20247,17978,1796,465,8,10748,7821,2001,803,123,11470,7492,2598,1232,148,156326,35568,101722
Alachua County,Florida,9,156005,30219.0,15912,13484,1515,655,258,8741,7074,1341,263,63,7168,5125,1759,190,94,1501,1255,209,37,0,97763,45870,57566
Baker County,Florida,9,16345,499.0,634,508,60,29,37,119,119,0,0,0,98,84,14,0,0,28,28,0,0,0,6777,1002,67872
Bay County,Florida,9,99249,13210.0,6235,3311,1068,792,1064,2425,2098,212,115,0,1796,1051,487,245,13,865,428,269,149,19,38858,7112,65999
Bradford County,Florida,9,16524,712.0,637,471,152,14,0,205,200,5,0,0,10,2,8,0,0,11,11,0,0,0,5869,1163,54759
Brevard County,Florida,9,308930,56060.0,27859,20198,4475,2134,1052,9659,7409,1649,393,208,5604,3029,1880,666,29,1586,1132,322,99,33,123723,26270,71308
Broward County,Florida,9,648715,687651.0,362480,224035,73618,46773,18054,149131,94086,35203,16572,3270,24110,13986,5893,3463,768,16127,13423,2164,523,17,460018,95693,70331
Calhoun County,Florida,9,7765,460.0,584,474,67,27,16,147,97,50,0,0,41,21,0,20,0,15,15,0,0,0,2852,488,41526
Charlotte County,Florida,9,79672,18558.0,6914,4580,1161,713,460,2845,2122,495,228,0,1077,644,373,60,0,359,354,5,0,0,23904,5238,62164
Citrus County,Florida,9,70789,8400.0,3247,2307,412,300,228,1030,703,271,56,0,752,582,170,0,0,53,36,17,0,0,23624,3716,52569
Clay County,Florida,9,117849,14471.0,9542,6496,1537,957,552,2690,2098,556,36,0,2364,1415,646,253,50,560,172,340,15,33,54608,10116,82242
Collier County,Florida,9,109008,94540.0,63230,34346,11031,11447,6406,17658,12406,2946,1875,431,1814,959,585,222,48,395,291,104,0,0,66904,13461,82011
Columbia County,Florida,9,37549,2647.0,2413,1625,440,280,68,406,336,36,14,20,232,127,91,14,0,46,33,13,0,0,14906,2077,53501
DeSoto County,Florida,9,14566,4429.0,5576,2863,1328,1097,288,164,63,26,40,35,40,0,40,0,0,21,21,0,0,0,5739,688,45000
Dixie County,Florida,9,9410,511.0,288,189,20,56,23,60,5,55,0,0,21,16,5,0,0,4,4,0,0,0,3108,435,45057
Duval County,Florida,9,520675,117278.0,51794,30412,10283,8256,2843,26037,16422,5717,3663,235,19008,10857,5273,2430,448,8704,5343,2865,346,150,231708,49457,65579
Escambia County,Florida,9,181841,17083.0,7964,4596,1581,1285,502,3184,2456,457,228,43,4386,2397,1007,611,371,790,652,82,12,44,72715,19322,61642
Flagler County,Florida,9,51366,14624.0,5365,3311,1355,494,205,3833,1875,1638,260,60,1124,496,490,89,49,224,66,158,0,0,21975,4382,69251
Franklin County,Florida,9,6601,458.0,429,231,92,52,54,118,118,0,0,0,34,34,0,0,0,59,25,0,34,0,2090,280,58107
Gadsden County,Florida,9,22872,2061.0,2575,1617,337,383,238,143,105,24,14,0,17,3,14,0,0,50,50,0,0,0,9398,1469,45721
Gilchrist County,Florida,9,10091,814.0,604,254,86,220,44,78,70,8,0,0,78,65,13,0,0,0,0,0,0,0,3437,356,56823
Glades County,Florida,9,5241,1322.0,1727,873,322,328,204,102,83,19,0,0,36,36,0,0,0,44,39,5,0,0,1835,306,37221
Gulf County,Florida,9,8489,516.0,528,337,139,47,5,189,167,5,17,0,0,0,0,0,0,61,49,12,0,0,2462,444,56250
Hamilton County,Florida,9,7031,674.0,825,539,160,51,75,297,236,6,55,0,47,19,28,0,0,14,14,0,0,0,2583,101,47668
Hardee County,Florida,9,8707,2868.0,5969,3125,1528,921,395,179,152,27,0,0,153,84,46,17,6,23,3,0,0,20,5846,721,44665
Hendry County,Florida,9,10987,11063.0,12847,6706,2142,2576,1423,379,379,0,0,0,59,14,30,8,7,161,36,9,0,116,9526,1465,49259
Hernando County,Florida,9,92704,15093.0,11782,8344,2543,580,315,2283,1704,505,74,0,785,463,204,118,0,183,168,15,0,0,38004,7984,59202
Highlands County,Florida,9,35739,11216.0,11369,7260,1757,1720,632,610,502,44,64,0,704,498,138,68,0,189,189,0,0,0,16888,2538,53679
Hillsborough County,Florida,9,628350,275219.0,232171,131366,40788,37245,22772,36990,28621,5432,2113,824,24011,14853,6001,2444,713,11910,8752,2414,509,235,362360,85248,70612
Holmes County,Florida,9,10958,339.0,457,292,108,57,0,108,86,22,0,0,42,26,16,0,0,22,12,10,0,0,3773,559,46063
Indian River County,Florida,9,67962,16474.0,9846,6496,1664,1118,568,2676,2119,399,158,0,933,570,266,34,63,312,229,83,0,0,27572,5635,67543
Jackson County,Florida,9,26561,1106.0,1496,813,254,291,138,416,288,123,5,0,125,119,6,0,0,126,119,0,0,7,9346,1790,46144
Jefferson County,Florida,9,7914,446.0,410,282,85,36,7,67,59,8,0,0,14,1,0,13,0,90,90,0,0,0,2763,509,51573
Lafayette County,Florida,9,4401,586.0,636,414,104,86,32,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,415,57852
Lake County,Florida,9,171796,40310.0,31437,20579,5005,3282,2571,4452,3505,859,88,0,1887,928,704,152,103,630,443,182,0,5,75016,11697,66239
Lee County,Florida,9,295134,135835.0,96015,49832,17541,17815,10827,19274,13230,3567,1697,780,5077,2913,1575,550,39,1264,1024,136,49,55,143269,29058,69368
Leon County,Florida,9,176431,20020.0,10176,7757,1446,728,245,5153,4397,585,171,0,5402,3316,1520,481,85,1455,1155,293,7,0,102189,46598,61317
Levy County,Florida,9,22002,1887.0,1781,878,312,349,242,198,80,108,10,0,155,91,50,6,8,3,3,0,0,0,8410,1493,49933
Liberty County,Florida,9,4642,251.0,415,335,46,16,18,65,49,16,0,0,4,0,4,0,0,34,31,3,0,0,1719,351,51723
Madison County,Florida,9,10012,762.0,567,387,98,82,0,78,78,0,0,0,0,0,0,0,0,67,67,0,0,0,2853,367,43386
Manatee County,Florida,9,171832,51904.0,34109,19221,7848,5310,1730,8473,5792,2122,497,62,3868,2277,728,646,217,1127,711,405,11,0,74585,13527,71385
Marion County,Florida,9,164268,30982.0,27667,17995,5173,3779,720,3936,3082,591,252,11,2056,1215,564,139,138,582,519,63,0,0,71475,12202,55265
Martin County,Florida,9,69819,16557.0,10436,5494,2010,2119,813,1894,1412,338,144,0,879,672,177,30,0,115,115,0,0,0,27947,5562,77894
Miami-Dade County,Florida,9,398771,1452990.0,1151329,616953,215546,201953,116877,122735,84771,24568,11227,2169,16435,9770,4531,1716,418,12122,8695,2154,511,762,644275,156694,64215
Monroe County,Florida,9,38422,16166.0,8905,4278,1570,2408,649,2195,1244,550,320,81,322,130,145,33,14,41,41,0,0,0,13251,2461,80111
Nassau County,Florida,9,49235,3578.0,2224,1375,655,129,65,736,612,58,66,0,231,145,52,34,0,183,175,8,0,0,17890,3050,84085
